Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-19 00:00:00+08:00,17.47999954,18.5,17.44000053,18.47999954,158776789,0,0
2024-06-20 00:00:00+08:00,18.5,18.71999931,18.29999924,18.52000046,90185310,0,0
2024-06-21 00:00:00+08:00,18.28000069,18.39999962,17.84000015,18.18000031,87851069,0,0
2024-06-24 00:00:00+08:00,17.95999908,18.07999992,17.55999947,18.02000046,69977040,0,0
2024-06-25 00:00:00+08:00,18.07999992,18.13999939,17.62000084,17.78000069,58116612,0,0
2024-06-26 00:00:00+08:00,17.57999992,17.94000053,17.54000092,17.81999969,44582518,0,0
2024-06-27 00:00:00+08:00,17.54000092,17.68000031,16.34000015,16.54000092,245670671,0,0
2024-06-28 00:00:00+08:00,16.37999916,16.78000069,16.36000061,16.47999954,94102995,0,0
2024-07-02 00:00:00+08:00,16.5,16.73999977,16.36000061,16.65999985,62421619,0,0
2024-07-03 00:00:00+08:00,16.65999985,17.07999992,16.65999985,16.89999962,68480845,0,0
2024-07-04 00:00:00+08:00,17.15999985,17.21999931,16.76000023,16.84000015,47136649,0,0
2024-07-05 00:00:00+08:00,16.92000008,16.97999954,16.47999954,16.62000084,50780567,0,0
2024-07-08 00:00:00+08:00,16.62000084,16.76000023,16.36000061,16.45999908,54387650,0,0
2024-07-09 00:00:00+08:00,16.39999962,16.57999992,16.05999947,16.39999962,83646140,0,0
2024-07-10 00:00:00+08:00,16.36000061,16.55999947,16.04000092,16.12000084,81314076,0,0
2024-07-11 00:00:00+08:00,16.26000023,16.76000023,16.20000076,16.68000031,69245590,0,0
2024-07-12 00:00:00+08:00,16.86000061,16.97999954,16.54000092,16.84000015,84861492,0,0
2024-07-15 00:00:00+08:00,16.84000015,17.05999947,16.39999962,16.45999908,75353380,0,0
2024-07-16 00:00:00+08:00,16.23999977,16.39999962,16.13999939,16.34000015,66641300,0,0
2024-07-17 00:00:00+08:00,16.47999954,16.94000053,16.26000023,16.78000069,71347036,0,0
2024-07-18 00:00:00+08:00,16.68000031,17.04000092,16.60000038,16.84000015,69357199,0,0
2024-07-19 00:00:00+08:00,16.60000038,16.76000023,16.36000061,16.52000046,70888406,0,0
2024-07-22 00:00:00+08:00,16.55999947,17.31999969,16.54000092,17.21999931,117875122,0,0
2024-07-23 00:00:00+08:00,17.29999924,17.44000053,16.86000061,16.95999908,64433875,0,0
2024-07-24 00:00:00+08:00,16.94000053,17.04000092,16.31999969,16.54000092,91652264,0,0
2024-07-25 00:00:00+08:00,16.39999962,16.47999954,16.12000084,16.20000076,72854684,0,0
2024-07-26 00:00:00+08:00,16.31999969,16.62000084,16.31999969,16.36000061,64273609,0,0
2024-07-29 00:00:00+08:00,16.62000084,17.10000038,16.55999947,16.81999969,82843861,0,0
2024-07-30 00:00:00+08:00,16.70000076,16.79999924,16.21999931,16.31999969,75799866,0,0
2024-07-31 00:00:00+08:00,16.39999962,17.05999947,16.26000023,16.84000015,93621817,0,0
2024-08-01 00:00:00+08:00,16.78000069,16.89999962,16.5,16.68000031,50657487,0,0
2024-08-02 00:00:00+08:00,16.36000061,16.37999916,15.85999966,16.07999992,132911168,0,0
2024-08-05 00:00:00+08:00,15.73999977,16.05999947,15.35999966,15.85999966,137905794,0,0
2024-08-06 00:00:00+08:00,16,16.12000084,15.64000034,15.81999969,74328521,0,0
2024-08-07 00:00:00+08:00,15.77999973,16.07999992,15.76000023,15.89999962,51826337,0,0
2024-08-08 00:00:00+08:00,15.73999977,16.04000092,15.57999992,15.84000015,57560855,0,0
2024-08-09 00:00:00+08:00,16.12000084,16.52000046,16.02000046,16.39999962,104527148,0,0
2024-08-12 00:00:00+08:00,16.37999916,16.63999939,16.31999969,16.45999908,49506251,0,0
2024-08-13 00:00:00+08:00,16.52000046,16.95999908,16.44000053,16.89999962,89113360,0,0
2024-08-14 00:00:00+08:00,16.97999954,16.97999954,16.73999977,16.86000061,42244264,0,0
2024-08-15 00:00:00+08:00,16.68000031,17.29999924,16.60000038,17.21999931,94551112,0,0
2024-08-16 00:00:00+08:00,17.23999977,17.42000008,17.13999939,17.31999969,71246541,0,0
2024-08-19 00:00:00+08:00,17.5,18.04000092,17.47999954,17.62000084,123269250,0,0
2024-08-20 00:00:00+08:00,17.95999908,17.95999908,17.28000069,17.68000031,79865450,0,0
2024-08-21 00:00:00+08:00,17.31999969,17.52000046,17.10000038,17.52000046,98036616,0,0
2024-08-22 00:00:00+08:00,18.5,19.23999977,18.37999916,19.10000038,434622724,0,0
2024-08-23 00:00:00+08:00,19,19.13999939,18.68000031,18.81999969,123160023,0,0
2024-08-26 00:00:00+08:00,19,19,18.52000046,18.71999931,85190286,0,0
2024-08-27 00:00:00+08:00,18.57999992,18.89999962,18.44000053,18.87999916,88144342,0,0
2024-08-28 00:00:00+08:00,18.79999924,19.02000046,18.62000084,18.95999908,76185975,0,0
2024-08-29 00:00:00+08:00,18.68000031,18.89999962,18.42000008,18.87999916,69733894,0,0
2024-08-30 00:00:00+08:00,18.87999916,19.70000076,18.81999969,19.5,177604614,0,0
2024-09-02 00:00:00+08:00,19.29999924,19.55999947,18.97999954,19.05999947,81454069,0,0
2024-09-03 00:00:00+08:00,19.05999947,19.31999969,18.89999962,19.18000031,66363685,0,0
2024-09-04 00:00:00+08:00,18.81999969,18.86000061,18.44000053,18.65999985,106320627,0,0
2024-09-05 00:00:00+08:00,18.63999939,18.81999969,18.31999969,18.54000092,94213782,0,0
2024-09-09 00:00:00+08:00,18.29999924,18.62000084,18.23999977,18.62000084,149404091,0,0
2024-09-10 00:00:00+08:00,18.62000084,18.70000076,18.18000031,18.65999985,81163590,0,0
2024-09-11 00:00:00+08:00,18.34000015,19.05999947,18.34000015,18.95999908,74641703,0,0
2024-09-12 00:00:00+08:00,19.02000046,19.29999924,18.84000015,18.92000008,69973131,0,0
2024-09-13 00:00:00+08:00,18.95999908,19.44000053,18.92000008,19.21999931,73146752,0,0
2024-09-16 00:00:00+08:00,18.97999954,19.29999924,18.94000053,19.23999977,27267287,0,0
2024-09-17 00:00:00+08:00,19.20000076,19.57999992,19.13999939,19.52000046,44239073,0,0
2024-09-19 00:00:00+08:00,19.45999908,19.97999954,19.28000069,19.79999924,127470344,0,0
2024-09-20 00:00:00+08:00,19.79999924,20.20000076,19.71999931,19.87999916,134110539,0,0
2024-09-23 00:00:00+08:00,19.87999916,20.79999924,19.84000015,20.54999924,196007468,0,0
2024-09-24 00:00:00+08:00,20.89999962,21.45000076,20.79999924,21.20000076,231382970,0,0
2024-09-25 00:00:00+08:00,21.85000038,21.85000038,20.39999962,20.54999924,295113558,0,0
2024-09-26 00:00:00+08:00,20.85000038,21.5,20.35000038,21.5,277149964,0,0
2024-09-27 00:00:00+08:00,21.79999924,22.45000076,21.14999962,21.95000076,347881602,0,0
2024-09-30 00:00:00+08:00,22.70000076,22.95000076,21.95000076,22.5,336102598,0,0
2024-10-02 00:00:00+08:00,22.5,24.64999962,22.5,24,251108945,0,0
2024-10-03 00:00:00+08:00,24.04999924,24.39999962,23.20000076,24.04999924,190305304,0,0
2024-10-04 00:00:00+08:00,23.89999962,24.75,23.60000038,24.54999924,149949209,0,0
2024-10-07 00:00:00+08:00,24.89999962,26.14999962,24.70000076,25.85000038,218062756,0,0
2024-10-08 00:00:00+08:00,25.89999962,26.20000076,23.39999962,23.70000076,453596652,0,0
2024-10-09 00:00:00+08:00,23.95000076,24.45000076,22.54999924,23.29999924,311173505,0,0
2024-10-10 00:00:00+08:00,23.79999924,24.45000076,23.60000038,23.75,168957063,0,0
2024-10-14 00:00:00+08:00,23.70000076,23.70000076,22.5,23.60000038,179121230,0,0
2024-10-15 00:00:00+08:00,23.60000038,24.04999924,22.70000076,23,154001004,0,0
2024-10-16 00:00:00+08:00,22.60000038,23.20000076,22.5,22.70000076,99985996,0,0
2024-10-17 00:00:00+08:00,23.10000038,23.75,23,23.10000038,126553025,0,0
2024-10-18 00:00:00+08:00,23.29999924,24.79999924,23.29999924,24.54999924,198754528,0,0
2024-10-21 00:00:00+08:00,24.75,25.35000038,24.20000076,24.25,164914336,0,0
2024-10-22 00:00:00+08:00,24.25,24.79999924,24.10000038,24.45000076,91419386,0,0
2024-10-23 00:00:00+08:00,24.35000038,25.89999962,24.29999924,25.54999924,188180918,0,0
2024-10-24 00:00:00+08:00,25.25,25.64999962,25.14999962,25.25,108534234,0,0
2024-10-25 00:00:00+08:00,25.45000076,26.5,25.45000076,25.95000076,184518253,0,0
2024-10-28 00:00:00+08:00,26.29999924,26.39999962,25.29999924,25.5,165990392,0,0
2024-10-29 00:00:00+08:00,25.89999962,26.14999962,25.25,25.85000038,130524256,0,0
2024-10-30 00:00:00+08:00,25.60000038,26.39999962,25.35000038,26,164014844,0,0
2024-10-31 00:00:00+08:00,26,27.29999924,25.95000076,26.70000076,199192208,0,0
2024-11-01 00:00:00+08:00,27,27.45000076,26.54999924,27.29999924,198123879,0,0
2024-11-04 00:00:00+08:00,27.5,28,27.10000038,27.29999924,146030485,0,0
2024-11-05 00:00:00+08:00,27,28.35000038,27,28.20000076,143702336,0,0
2024-11-06 00:00:00+08:00,28.10000038,28.35000038,27,27.60000038,179735496,0,0
2024-11-07 00:00:00+08:00,27.10000038,28.10000038,26.60000038,27.85000038,201079990,0,0
2024-11-08 00:00:00+08:00,28,29.25,27.95000076,28.29999924,220119217,0,0
2024-11-11 00:00:00+08:00,27.75,29.70000076,27.64999962,29.29999924,261301204,0,0
2024-11-12 00:00:00+08:00,29.39999962,29.60000038,28.25,28.45000076,185336411,0,0
2024-11-13 00:00:00+08:00,28,29,27.64999962,28.89999962,145984202,0,0
2024-11-14 00:00:00+08:00,28.5,29,27.35000038,27.85000038,155298014,0,0
2024-11-15 00:00:00+08:00,28.14999962,28.64999962,27.75,28,117132035,0,0
2024-11-18 00:00:00+08:00,28.5,29.04999924,27.60000038,28.79999924,162095850,0,0
2024-11-19 00:00:00+08:00,29.14999962,29.35000038,27.5,28.29999924,209931014,0,0
2024-11-20 00:00:00+08:00,27.89999962,28.14999962,27.39999962,28,113721056,0,0
2024-11-21 00:00:00+08:00,27.89999962,28.75,27.75,28.14999962,102041844,0,0
2024-11-22 00:00:00+08:00,28.25,29.85000038,28,28.54999924,254978108,0,0
2024-11-25 00:00:00+08:00,29.10000038,29.29999924,27.70000076,28.39999962,188253473,0,0
2024-11-26 00:00:00+08:00,28,28.35000038,26.89999962,27.20000076,175996227,0,0
2024-11-27 00:00:00+08:00,27.10000038,28.39999962,26.79999924,28.29999924,161187829,0,0
2024-11-28 00:00:00+08:00,28,28.64999962,27.70000076,27.85000038,100416130,0,0
2024-11-29 00:00:00+08:00,27.85000038,28.25,27.25,27.75,116296536,0,0
2024-12-02 00:00:00+08:00,28.25,28.75,27.89999962,28.54999924,130374633,0,0
2024-12-03 00:00:00+08:00,28.85000038,29.45000076,28.54999924,29.10000038,169130914,0,0
2024-12-04 00:00:00+08:00,29.39999962,29.54999924,28.85000038,29.10000038,112163595,0,0
2024-12-05 00:00:00+08:00,28.95000076,29.60000038,28.79999924,29.45000076,106667106,0,0
2024-12-06 00:00:00+08:00,29.5,29.95000076,29.25,29.89999962,189456485,0,0
2024-12-09 00:00:00+08:00,29.95000076,31,29.45000076,30.95000076,223798144,0,0
2024-12-10 00:00:00+08:00,32.15000153,32.15000153,30.79999924,30.95000076,193229427,0,0
2024-12-11 00:00:00+08:00,31.45000076,31.5,30.20000076,30.45000076,123085951,0,0
2024-12-12 00:00:00+08:00,30.64999962,31.79999924,30.45000076,31.60000038,145098808,0,0
2024-12-13 00:00:00+08:00,31.39999962,32.15000153,31.04999924,31.35000038,157878633,0,0
2024-12-16 00:00:00+08:00,31.5,31.64999962,30.04999924,30.35000038,140659846,0,0
2024-12-17 00:00:00+08:00,30.54999924,30.75,29.60000038,29.95000076,133233564,0,0
2024-12-18 00:00:00+08:00,30.45000076,30.89999962,30.04999924,30.79999924,86680411,0,0
2024-12-19 00:00:00+08:00,30.20000076,31.04999924,30,30.79999924,85886142,0,0
2024-12-20 00:00:00+08:00,30.70000076,32.09999847,30.70000076,31.64999962,204413958,0,0
2024-12-23 00:00:00+08:00,32,32.25,31.45000076,31.75,97720054,0,0
2024-12-24 00:00:00+08:00,32.90000153,32.90000153,32.90000153,32.90000153,0,0,0
2024-12-27 00:00:00+08:00,33.5,34.95000076,33.34999847,34.15000153,263910660,0,0
2024-12-30 00:00:00+08:00,34.65000153,34.95000076,33.70000076,34.45000076,156035423,0,0
2024-12-31 00:00:00+08:00,34.65000153,34.65000153,34.65000153,34.65000153,0,0,0
2025-01-02 00:00:00+08:00,34.79999924,34.79999924,33.40000153,34,182385452,0,0
2025-01-03 00:00:00+08:00,34.45000076,36.29999924,34,36.25,338723918,0,0
2025-01-06 00:00:00+08:00,35.90000153,36.84999847,35.65000153,36.29999924,166161841,0,0
2025-01-07 00:00:00+08:00,36.04999924,36.09999847,32.75,34.15000153,432841993,0,0
2025-01-08 00:00:00+08:00,33.70000076,34.15000153,32.20000076,32.79999924,298899129,0,0
2025-01-09 00:00:00+08:00,32.70000076,34.29999924,32.65000153,33.75,171639459,0,0
2025-01-10 00:00:00+08:00,33.75,34.5,33.40000153,33.54999924,122895840,0,0
2025-01-13 00:00:00+08:00,33.20000076,33.5,32.29999924,32.79999924,126426992,0,0
2025-01-14 00:00:00+08:00,32.75,34.15000153,32.75,33.75,122182323,0,0
2025-01-15 00:00:00+08:00,33.75,34,33.34999847,33.59999847,79201609,0,0
2025-01-16 00:00:00+08:00,34.09999847,34.79999924,33.54999924,34.34999847,137814016,0,0
2025-01-17 00:00:00+08:00,34.40000153,35,34.09999847,34.95000076,94838569,0,0
2025-01-20 00:00:00+08:00,35.65000153,35.79999924,34.29999924,34.70000076,166721242,0,0
2025-01-21 00:00:00+08:00,35,36.09999847,34.75,35.90000153,136275839,0,0
2025-01-22 00:00:00+08:00,36,36.20000076,35.20000076,35.29999924,106122696,0,0
2025-01-23 00:00:00+08:00,35.70000076,35.75,34.25,34.5,124771415,0,0
2025-01-24 00:00:00+08:00,34.75,37.29999924,34.5,36.84999847,288470060,0,0
2025-01-27 00:00:00+08:00,37.65000153,37.65000153,36.54999924,37.09999847,154106703,0,0
2025-01-28 00:00:00+08:00,38.15000153,38.15000153,38.15000153,38.15000153,0,0,0
2025-02-03 00:00:00+08:00,38.90000153,39.20000076,37.20000076,37.95000076,143592266,0,0
2025-02-04 00:00:00+08:00,38.70000076,40.09999847,38.5,39.54999924,141166344,0,0
2025-02-05 00:00:00+08:00,39.95000076,39.95000076,38.70000076,39.65000153,165406601,0,0
2025-02-06 00:00:00+08:00,39.79999924,40.70000076,39.40000153,40.54999924,174418873,0,0
2025-02-07 00:00:00+08:00,40.70000076,43.04999924,40.54999924,42.45000076,282921470,0,0
2025-02-10 00:00:00+08:00,42.70000076,43.95000076,42.15000153,43.75,178623301,0,0
2025-02-11 00:00:00+08:00,44,44.29999924,42.25,42.54999924,210014328,0,0
2025-02-12 00:00:00+08:00,43.90000153,44.54999924,42.65000153,44.09999847,196220080,0,0
2025-02-13 00:00:00+08:00,43.90000153,44.59999847,41.20000076,41.65000153,382423053,0,0
2025-02-14 00:00:00+08:00,42.40000153,44.90000153,42.04999924,44.70000076,349956076,0,0
2025-02-17 00:00:00+08:00,45,45.45000076,43.54999924,45.15000153,273310085,0,0
2025-02-18 00:00:00+08:00,45.15000153,48.40000153,44.70000076,48.40000153,325734161,0,0
2025-02-19 00:00:00+08:00,48,49.5,47,49.45000076,243337561,0,0
2025-02-20 00:00:00+08:00,49.45000076,50.90000153,48,49.15000153,275542159,0,0
2025-02-21 00:00:00+08:00,50.04999924,51.95000076,49.70000076,51.70000076,308362585,0,0
2025-02-24 00:00:00+08:00,52.20000076,52.34999847,51.04999924,51.59999847,208345620,0,0
2025-02-25 00:00:00+08:00,49.79999924,53.90000153,49.79999924,53.20000076,332349383,0,0
2025-02-26 00:00:00+08:00,54.25,56.79999924,53.09999847,56.29999924,395453828,0,0
2025-02-27 00:00:00+08:00,56.59999847,58.70000076,51.40000153,53.09999847,842011809,0,0
2025-02-28 00:00:00+08:00,55.75,55.75,50.65000153,51.84999847,667093154,0,0
2025-03-03 00:00:00+08:00,52.90000153,53,49.54999924,50.95000076,466253103,0,0
2025-03-04 00:00:00+08:00,49.04999924,51.59999847,48.65000153,50.54999924,338725813,0,0
2025-03-05 00:00:00+08:00,52,54.20000076,51.29999924,54.20000076,337625486,0,0
2025-03-06 00:00:00+08:00,55.29999924,56.29999924,53.84999847,54.90000153,375438239,0,0
2025-03-07 00:00:00+08:00,54.59999847,55.5,53.09999847,54.34999847,355629253,0,0
2025-03-10 00:00:00+08:00,54,54.5,52.34999847,52.84999847,223961425,0,0
2025-03-11 00:00:00+08:00,50.84999847,54,50.70000076,53.90000153,223343033,0,0
2025-03-12 00:00:00+08:00,53.84999847,54.70000076,51.5,52.04999924,241938609,0,0
2025-03-13 00:00:00+08:00,52.04999924,53.40000153,51.59999847,52.84999847,187000372,0,0
2025-03-14 00:00:00+08:00,53,54.59999847,52.54999924,53.84999847,229901198,0,0
2025-03-17 00:00:00+08:00,54.34999847,55.79999924,53.29999924,55.79999924,221496225,0,0
2025-03-18 00:00:00+08:00,56.75,57.95000076,56.15000153,57.65000153,258147732,0,0
2025-03-19 00:00:00+08:00,57,59.45000076,56.40000153,58.20000076,371387356,0,0
2025-03-20 00:00:00+08:00,58,58.65000153,56.09999847,56.5,254323500,0,0
2025-03-21 00:00:00+08:00,56.59999847,56.84999847,54.04999924,54.70000076,271392247,0,0
2025-03-24 00:00:00+08:00,55.25,57.09999847,54.90000153,57,206959960,0,0
2025-03-25 00:00:00+08:00,53.84999847,55,53.25,53.40000153,1341045814,0,0
